label,review
0,Was a bit of a cliffhanger with the ending but it was a satisfying read.  I highly recommend this series.I liked this book but the writing was so weak it made me want to
0,"THESE ARE FASHIONABLE, STYLISH, AND THEY WILL BE VERY DRESSED TO BE IN THE SHOES. I bought this for my son, he loves it! He wears it often and it's comfortable. It's not a waterproof boot, it's not going to last long. Great shoe."
0,"Gave a'single' version to my daughter and she loves it.  She also loves the music and the other items.  The plastic parts are also very well made, so it is not that difficult to assemble.  It is a great gift for any child with an interest in electronics.My daughter was thrilled to find this toy! I love the fact that it is a little bigger than she expected. It is very easy to carry and is easy"
0,"We should have known better, but it's an inch too small.  If you have a larger speaker (like a speaker phone or a portable speaker) the plastic part should be a little larger.  I don't think it's a problem.  This is an excellent product.I bought this to replace the battery on my phone, which had a faulty one.  After a few days of use, the battery died, and it is now a replacement battery.  I am very pleased with this purchase.  I have used it a few times with no issues, and it still works great.  I am glad I bought it because it has worked flawlessly for over a year, and I am very happy with it.Works perfectly for my Macbook Pro. I've had no problems with this computer. I have no problems with the Mac"
0,"Fit perfectly in the empty space. The only problem is that it's not really a hinge, but"
0,"It's a nice looking shirt, but the fact that it's a nice shirt makes it a bit difficult to wear.  The front part is a bit too short, so it's not that big of a deal.  The back part is a bit long and doesn't quite line up with"
0,I don't write a lot about the characters.  I don't think that makes the story any better.  I think the main character is a bit of a jerk.  I don't think that is a bad thing.  I think it's because I don't feel like I know enough about him to really know the story.  I don't think I know enough about the characters to really care about them.  I think that's why
1,"I went through about 4 different power adapters for my samsung galaxy.none of the others charge my device is optimally is this one, plus the length is awesome I really like this adapter I definitely recommend it as a great buy."
0,"Bought card to use with my old Macbook Pro. I did not need a hard drive, but I wanted a new computer. The drive is small, and the cover is very large"
1,"The pen is a very nice and well made (5 of 5 stars), but a little top heavy with the cap on top when writing (4 out of 5 stars).  The ink cartridge lasted only a few weeks (give it a 1 star).  However, while it lasted, it did write nice.  Biggest issue, finding the right cartridge refill.  There is nothing on the web nor their website regarding (1 star again).  I had to go by Amazon reviews on which cartridge will fit.  Bought them yesterday, will get them tomorrow, and will see if they work.

A company shouldn't sell a pen without either providing the refill cartridges through their company or easily identifying what other brand cartridges will work...major FAIL."
0,"I bought the (10) pack, and it arrived with the instructions for how to make it work.  The instructions are not very clear, so I took the time to figure out what I wanted to do.  It is not clear how to tighten"
0,"Fit correct to size, perfect fit. The only problem is that it's a little too large for me."
0,"Good vampire story.  Contains some sweet, sweet, and tender moments.  I would recommend this to anyone who likes"
1,Great pricing and they were here very quickly.. Other stores are so overpriced the prices range wildly so this is great to get a good deal delivered
1,"I must have been cooking pasta now for the past 20 years, and I have always boil the water in a big pot and cook it that way. I had no idea something like this even existed. Cooking with the microwave was a new concept for me, because I only used it to re-heat stuff.

I was very skeptical at first, but based on so many good reviews I had to give it a try. The first time I used the Fasta Pasta The Microwave Cooker the pasta came out fine, but had a small section that was still under cook. Knowing this, I added 30 seconds to the cooking time next time around, and it was perfect the second time I used it.

This saved me so much time, and a lot easier to clean! Wow!

My only regret is not being exposed to this product years earlier. Highly recommended!

PS. Another little gem I found was the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Nordic-Ware-64802-Microwave-Egg-Cooker/dp/B0007M2BN0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Nordic Ware 64802 Microwave Egg Cooker</a>. My cooking routine is forever changed! :)"
1,"My 3 cats love this brush.  All I have to do is get it out of the drawer
and they come running.  Also use it to brush off hair that gets on the chairs
and sofa.  Comes in handy for keeping the cats and the furniture tidy."
0,"This is the sequel to the first book in the series.

The story follows the journey of a pair of lovers, the couple who have been through a lot in their lives and now want each other. It was a very sweet story. I love how the two characters had each other and how they both grew on the journey. I can't wait to see what happens next.

This book was very good. I am looking forward to the next book in the series.I read this book in one sitting, and I absolutely loved it! I was so excited to read this story. The characters were real, and the story flowed perfectly. I could not put it down, and I loved it! I couldn't put it down! I can't wait to see what happens next! I highly recommend this book to everyone!This was a great book. I love the fact that the characters were so real. I would recommend this book to anyone who enjoys a good story. This is a must read for all.The story was great. "
1,"I am hooked on Sable Sylvans writing, with her twist to old fairy tales. Sleeping BBW and the Billionaire Bear is no exception I loved it. When Cedar Asher walks into the knitting store Once upon a Yarn and meets curvy Talia things get very interesting for the young woman when he needs help finding a gift for his Grandmother. After his purchase is finished he sets off for home but then Talia realizes he didn't sign the order forms and must contact him, her Aunts push her to call and after that it settled on a meeting Cedar then calls back and invites her to his Grandmothers house for dinner and to witness the Full Moon ceremony with him. Well let's say things heat up quick and they both realize the are meant for each other. As Talias Birthday is the next day she gets persuaded to invite Cedar to her house for the party and he excepts without missing a heart beat. Then of course, the one person to bring it all down shows up at the party as well, the one Aunt who never cared for her. As Talia eats the special cake that was poisoned and slips into a coma, Cedar jumps to the rescue but has no idea what to do as of yet. Will he save her in time, you should read the outcome for yourself in this tantalizing story with a twist of Sleeping Beauty.. Definately recommended the whole series are stand alone with HEA, no cliffhangers..."
0,"The pillow is much smaller than the original design, which is a shame because it's been one of"
1,"I brought this book to read on a long flight....you know, the type of location where you are trapped and will read ANYthing.  I could not read this disorganized attempt at a story.  I left it on the plane, grateful that I packed not one, but two books to read.
I tried to like this book.
The title and premise intrigued me, but the story was just awful."
0,"Love it! Would like more colors and quality.Very good quality.Nice, sturdy, and functional"
0,"Disturbing, but addictive.  Lots of fun and an interesting twist.

The story is a bit different.  The story is a bit more emotional and the acting is a bit more predictable."
0,"I enjoyed the story and the characters, the writing style was good and the story was interesting. The story was told in a way that was very clear, and the dialogue was very clear."
0,"This fan is so light that it doesn't feel like it will last for a long time. It is so small that it's not worth risking damaging the plastic part. The case is made of a material that is durable and I would recommend it for anyone with an older case.I bought this to replace the battery on my phone, which had a faulty one.  After a few days of use, the battery died, and it is now a replacement"
1,"Why you should read it: This has been one of my favorite reads this month, and I definitely recommend it to fans of the twisted and strange. Brandon is a bad boy who uses his image to hold the world at bay, and uses his hacking skills to keep the world at arm's length. Our heroine, Emma, really sees him, which is why I think Brandon really connects with her. Now on to the plot! I think some readers will have a hard time suspending disbelief, but if you do it's a really, really intriguing concept. Without giving too much away, the mirrors are a separate ""world,"" and Brandon can hack them from his computer. His reflection, Obran, is everything he is  and isn't. My husband works with coding and computers, so when I read aloud some of the coding and hacking, he thought the idea was really cool and promptly went to look at his reflection. For tech-oriented readers and those looking for something different, I'd recommend Duplicity and am eagerly awaiting the next installment!

To see what N.K.'s idea behind Brandon's reflection was head over to the HEA blog!"
0,Looks really nice! Pretty easy to install and the finish is good.  I just installed this one.I bought this to replace the old one that broke the plastic housing on a 4' deck. It was so easy to install
0,Nothing and I mean NOTHING.  The only reason I gave it 4 stars is because I just can't get the
0,"2 down, 4 to go!  I love the wooden trains that came with this set!  My son is 6 and loves to play with these trains and the plastic trains.  I would definitely recommend this set to any kid.  Highly recommend!This is a great gift.  The only thing I would change is to order it from Amazon.  I am very happy with this purchase.We got this for our Granddaughters 2nd birthday and they love it.  It's very light and easy to use.  The kids will use it everyday for hours.  It's a great addition to their play kitchen or kitchen table.  We've put it together over a year and"
1,"Replaced a 14 YO little giant with this model.  1/2 the price and greater HP.  Works great and does what it needs to do efficiently.  Shipped quick, packed well"
1,"The clock is very nice, but the color-match is slightly off.  I had expected a darker finish.  Still nice, though."
1,Stone fell glued it back on looks nice feels cheap but can't complain price seemed almost fair
0,"WE have three of these.  I have the Bosch T6 and the Bosch T8.  The Bosch T6 is a bit heavier than the Bosch T8 and is just a little heavier.  The Bosch T8 is a little heavier and has a lot of rubber on it.  I think it will be a great addition to my Bosch/T8 home.  This Bosch T8 is an outstanding addition to my Bosch home.  The Bosch T8 is a very good addition to my Bosch home.

I have a Bosch T8 in my home that is about a half inch heavier.  It is a very good addition to my Bosch home.  This Bosch T8 is a very good addition to my Bosch home.  It is very sturdy and sturdy.  The Bosch T8 is a very good addition to my Bosch home.  It is very sturdy and sturdy.  The Bosch T8 is a very good addition to my Bosch home.  The Bosch T8 is a very good addition to my Bosch home.  It is a very good addition to my Bosch home.
"
0,"I have 2007 honda element, and it is an inch longer than my original one, which was just a couple inches long. The plastic parts are also very light and easy to remove, and the plastic part is still very durable. I am very pleased with the quality of the case. The only thing I would change is to the color of the caps. I am very happy with this case. I would recommend it to anyone who is looking for a case that protects the camera, and does not provide extra storage space for other items. I bought this for my wife to use with her iPad mini and it works perfectly. She loves it!  She doesn't have a lot of space to store anything other than the iPad, but I don't need to worry about that. She uses it for a lot of things, including drawing, pictures, etc. She loves it!Works perfectly, no problems with the software or even my keyboard. I like the fact that I can now see how the scroll wheel works. The only thing I wish was for the audio to be more consistent with my iPod Touch, but it is a little better than my own. I can hear the keyboard better, but not the audio. Overall, it is a great little keyboard. I use it with my iPod, my iPhone, and my laptop. I like that it is small, but not too big. It fits my iPad perfectly, and I like that it has a little bit of a clickwheel. It is a little heavy, but I have not had any issues with it. Great price, works great, great sound, and the sound quality is excellent."
0,"These boots really seem to be made well.  The fit is nice, the heel is just a little short but the width is great.  The leather is a nice dark brown and the color is vibrant.  I would definitely buy this one again.Very nice shoes.  The only thing I"
1,So far a good and durable product. Offers a clear unobstructed view and fit well.
1,Very valuable information on staying alive when things go wrong.  Digest the info slowly don't just peruse it.  It could save your life if you ever need it.
0,"Two things I love are the music and the movie. I also love that the actors are all actors. If you want to watch a movie with the actor you have to watch it with the actor. I mean, in this case, they can do it with me. If you have the actor, you can watch it with him. I can't wait to see the next one.

So, I guess I'll give it to you guys. I think I'll give it to you guys too. I hope you enjoy it too. I'm not sure I'd be able to watch it with you guys"
1,"Appears well made, but the clamping mechanism is not strong enough to support my 8 lbs air rifle fully extended, bent the bottom pole within 5 min, works ok if you re adjust it after a couple shots, gets the job done for the price I suppose"
1,too small and see through I gave them to goodwill
1,Does the job.  Plenty of room for backups on both my and my spouse's computers.  I would prefer a cable with standard USB on both ends.  I do not like the rather flimsy dual mini connector at the drive end.  I've had this type of connector before and it failed to make a reliable connection after less than a year of use on another brand backup drive.
0,They don't stick to the wall. The only reason I gave it 4 stars is because the one
0,"Be careful buying this for what it is. It is a great product for the price. If you have an older tablet, you will need to get the Tivo version. I used this with a Samsung Galaxy Tab 4.3. The size is perfect and the volume control is easy to use. The only negative is the microphone, which"
1,"This movie is a tear jerker. It is about two young people who find each other and fall in love. They fall into forbidden love. It has a sad ending so if you are a happy ending person, perhaps this isn't for you. The acting is pretty good, but not the best."
1,"I've worked with kids in and out of centers for 18 years, and the no-spill paint cup is a necessity.
It cuts down on the clean up and inevitable spills associated with young ones learning to paint.
Instead of hovering and saying ""be careful!"" all the time you can let their creativity flow.
You can also leave the paint in and cover it for the next time."
1,"It is very, very small. It's a great concept, but it does not work for large, active dogs. The Velcro will not hold up to roughhousing, and if you loose your tags, you're screwed. Some people suggested that you can leave the tags attached to the O-ring and just slip them in the pouch, but still, you run the risk of the pouch ripping away. I ended up putting this on my cat and putting his rabies tag in it since he is an outdoor/indoor cat. He doesn't wander off, but instead of having to go thru the hassle to send it back, I just decided to put it on him.

Back to looking for more solutions, and it sucks because I bought 2 brand new tags for my dog so I could put them in this pouch. I just didn't realize it was going to be so small. It's almost the size of two postage stamps laid top to bottom. My husband suggested I put the tags on a carabiner and then unclip it from her at night and when she is in the house so we don't have to listen to them jangle. Then I can just clip the carabiner back on her when she goes outside."
1,"This is the best accessory ever developed for concealed carry. Purchase this for all of mine and love everything about it. No more slippery grip and it doesn't make it hard to holster or pocket it. Treat yourself to this, you won't regret it! Not a single issue ever. Stays on nice, doesn't slip or slide. Used a blow drier then put it in the freezer for 10 minutes. They also don't leave any nasty marks if you were to take it off (peels off nice and easy). Like many have done, I also custom cut mine (didn't install the back grip or front because I have a laser)."
0,"The quality was excellent.  The picture and sound were good too.  There were a few grainy scenes that could have been better, but they were the"
0,These puzzles are high quality. We have had the wooden puzzles for a long time and the kids love to play with them. The puzzles are easy to follow
0,"V. is like some weird, dark fantasy, with a lot of twists and turns. I was just blown away by the way the author explained how the characters were different from each other, and how it was possible to change in the same way. I loved the way the author wrote the descriptions, and the way she used the same descriptive elements in the different stories. I loved how she kept the focus on the main characters, and kept it fresh.

The story itself was very well done, with the art style and the setting. I liked the fact that it was not just a fantasy story, but a true real life"
1,"I like how there are different puzzle options on each face of each block. Together they represent a food group, complete with info on each food type. The blocks are well made and feel solid. The only negative is the colors on this grain group of foods. It's a bit too beige and plain looking. It can use a little pop of color and contrast. I do appreciate the amount of information that's being presented on such a simple set."
1,"This little book is laugh-out-loud entertaining. If you don't already ""know"" the persons in the pseudo-interviews, you'll want to Google them to get the humor."
1,"These Hulk hands are very durable, and seem to be a lot of fun, according to my boys. However,I will tell you to put them up high when they are done playing. The slightest hit to them, and they ""go off"". I can't tell you how many times I have thrown something into the toy bin, only to hear ""You're making me angry!"" come out of these fists! LOL! They have scared the begesus out of me several times. Fun toy, though."
0,"Glad I didn't pay more for it, but it is a great deal for the price. I highly recommend it."
1,"This is an excellent product.  We have had it only a short time, but it's great to find something that really works made by people who really care that their customers are satisfied.  Ask a question, and they will do their best to answer it."
1,"Beautiful and sturdy shower rack.  Good quality, easy to install, and all the parts needed."
0,I purchased these to compliment my new Teflon stovetop.  These work well and look great.
0,I am astonished that Klipsch has not kept the materials in good condition. The screen is very bright and bright. The front of the monitor is the same as the back of the monitor. The front of the monitor is a thin strip of plastic. This is a very good material. The bottom of the monitor is very bright and bright. The back of the monitor is a thin strip of plastic. This is a very good material. The back of the monitor is a thin strip of plastic. This is a very good material.
0,Hooked this baby up to go to the bathroom and try to push it into the shower.  It is so small that it would be impossible to get around if you had to get it to go
0,"An eccentric neighbor has the perfect wife and an unconventional teenage daughter. When her best friend, Liam, arrives at the house, he notices that she is a tall, dark, and handsome man."
0,I think it looks better than the original.  The two buttons are also a little hard to use.  The old one I got was a bit stiff and not so great
1,Avery Flynn has a wonderful light and flirty touch in this fast-paced romance. The love-hate relationship of Keisha Jacobs and Gabe Campos is very sexy. His desire for revenge against her father adds drama  to their attraction. I enjoyed the colorful cast of characters. They are a lively bunch. The dialogue was very humorous and their romance very sensual. Keisha and Gabe are a unique couple who captured me from page one. I enjoyed their fight for a HEA. Betting the Billionaire left me smiling.
0,"Plot summaries are available elsewhere.  For the most part, I found this book to be a pretty good read.  The story is a bit slow, but if you're a fan of the TV series, this is a good read.I absolutely loved this book! I was so excited to read it. I was also so excited to read the sequel! It is a great sequel to the first book in the series! I can't wait to see what happens next!This book was great!  I loved it!  The story was really interesting and I liked how she got the ending and what it was like.  I was really happy with the ending.  It was a fun story and I would definitely recommend it to my friends.  I can't wait to see what happens with the other characters!This is a very good book.  I would recommend it to anyone who wants a little bit of history and mystery.  I would recommend it to anyone who is interested in history and history of the British Empire.  I would recommend it to anyone who is interested in history of the British Empire.  I would recommend it to anyone who is interested in history of the British Empire.  I would recommend it to anyone who is interested in history of the British Empire.  I would recommend it to anyone who is interested in history of the British Empire.I am a huge fan of Ann"
1,"This started out in such a dark way, I thought I would hate it. In fact, this is a great story with a surprising twist."
1,long story with tragic story of lives lost without purpose or results. Far too much talk of lives wasted and spent on meaningless tasks.
0,"I saw someone else using this lens and thought it was a great lens for the price.  I bought this lens for the Canon, and it is the best lens I have ever used.  It is still going strong, and it will be useful for years to come."
1,"I bought this for my fianc, because we live in a bad area.

Pros:
-Much more natural to use/hold than a common can of pepper spray.
-Well built, feels solid.  It has a thick screw in piece in the back (like a flashlight) where you can remove the propellant.
-Detachable keychain is perfect.  It takes a good bit of force to detach, which is good.

Cons:
-Very short range.  We bought a practice spray canister to try it out, and the spray only has an effective range of about 5 feet.  At the end of this 5 feet it has turned into a cloud of mist, so any breeze will reduce the range even further or cause self harm by blowing it back in your face.  But it is still effective as a last resort close range spray.
-Button is easy to press.  Moving it forward and down does not take as much force as I expected, so it seems there is a risk of it going off accidentally in a purse or pocket, especially since the button is raised and can catch onto things.  This has not happened yet though.
-Extremely limited capacity.  the spray canister is TINY.  You only get a few short sprays out of this, or about a 3 second long spray.  This could be a pro for some, as its less likely a bad guy can use it against you once you unload it.
-As mentioned by others it looks inappropriate from the top.  Someone made some bad design choices on its appearance.

While there may appear to be more cons than pros, this serves its purpose as an easy to use, last resort, close range pepper spray.  It feels very natural and is easy to aim/conceal.  Its always ready if its on your keychain and can be detached if your keys are in the ignition.
I would recommend getting a practice canister to get used to how the button works and the aiming/effective range."
0,I loved it i guess. It was an interesting show but it was kind of a slow one. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good. The plot was good. The acting was good. The story was good.
0,Elk antler chews are the perfect size and quality.  I will keep this for the next couple of months.My dogs love this food.  My dog eats it in a very
1,"the book goes to show how 150 students come to be a "" family"". it is amazing how the world can change for studets in their situation"
0,This product has a flow control button and an LED bulb.  The light output is bright and the light output is very dim.  There is no light output indicator on the light switch so it is difficult to know when the light is on
0,"There definitely needs to be more of the same.  I saw this film in the theater and was so pleased.  The movie is a bit cheesy, but it's a very entertaining movie.I had no idea that"
1,"I really liked this book!  There were several twists, and some were expected, but the way they were handled was great!  I really felt for Brooke, and it seemed like she was in a really tough situation.  I loved the Beaumont family, and I felt slightly jealous. :)  It was a great, well-written story.  I love meeting new authors and I hope to read more of Rachel Ryan!"
1,Very strange but somehow very compelling. A lot of depth hidden under the surface to be discovered and enjoyed.
1,I love my new bike It's well built and should last me years to come.
0,Finally Cree makes 100W bulbs.  I have an LED bulb that is around 4.5W and the Cree bulbs have the same energy usage.  The Cree bulbs are more expensive and require more power.  The Cree bulbs cost a lot less.  This one is still very bright. 
0,"4-5 star review for this product. The quality is good, it's simple to install and the extra batteries are great. The only thing I can say is that if you are looking for a quality product, this is it. I would recommend it.I bought this to replace a broken one I had.  I love the color"
0,"I thoroughly enjoyed Patricia Cornwell's book. The characters were well developed and the plot was well-developed. I read this book in the middle of the night, and it was a very enjoyable read. It was hard to put down, and I can't wait to see what happens next!I love a book that starts with the most beautiful idea and then lets you think about how you could accomplish it. This book is a must read for any creative mind!I couldn't put this book down. I loved it."
1,"works great,considering the price,just download the app (meshare) and enjoy."
1,"I received these in and decided to go ahead and test these for strength and if it will be a good workout.  I love the medium to the very strongest.  The lighter exercise band when stretched rolled up a few times on me and I would have to unroll and start again.  I guess because I was pulling it out so hard.  The others did fine.  I could feel the tightness with those as I stretched it out.  I may lay flat and try it on my ankles and legs next.  I left out of town so I have not been able to test it that way.  But I assure you, you will feel it in your arms.  I would consider buying these for my neighbor who also wants to work her arm muscles, because I do not want to loan mine out, as I will continue to use the tighter bands."
1,"This is a casual review, as all of mine are.  Not being a critic, I will not evaluate sentences, etc.  I enjoyed Amagansett as a story, a mystery and also as a people study.  Several times, I became slightly bored with the story, but my interest came back within a page or two.

When it comes down to it...I enjoyed this book, and will read the next book by this author.  So...I would recommend it."
1,"I really like it! its got good coverage and is modest and sporty at the same time!

The reviews said the Bust ran big and you should believe this. To give you an idea on that..........
I'm a petite size small and sometimes medium. My shoulders and rib cage are slightly bigger than the typical ""petite"" size. I wear a size 3 to 5  jean and am 5 1"" or so with a B 1/2 cup size and 35 Bust..... I'm an in-betweener.
.I ordered the Med to give me more coverage But when I tried it on it WAS a little too big around by 1 inch and the straps are too long by 2 inches
I'm going to do the alteration on it and it will fit perfect. I guess I got the bigger size for a couple of  reasons:
I thought it would be too short and I didn't want to take a chance it would be too snug

I guess I could have ordered the small But I think the cup size would have been slightly too small? Well they can't make every body type I guess.lol
over all I really love  this Tankini. I like how there's a seam under the bust and pleats down the middle Bust to give support and the fabric gives good support too. The way the straps and cups are designed,gives the suit good coverage for a fuller cup size.

If I ordered another one I would try the small. I can't wait to wear it! this summer!
I also ordered some swim shorts to go with it"
1,they stick great on sand textured walls. my 9 year old grand daughter had a great time decorating her bedroom.
1,"easy dress to slip on, form fitted, thin material(summer material)"
1,"I have kinda a love/hate relationship with these flashlights. I love that they are super affordable and you get three flashlights. They are plastic, not aluminum, but the tolerances seem tight and they appear relatively water resistant. I left the floodlight on last night and after 4-1/2 hours the light intensity was down to about 25%, but still usable.

The non-focusing flashlight produces a tight, bright beam that easily illuminates objects 50-75 feet away. The light bar floodlight works great for close up work or will light half a room bright enough to read. The rubberized flat black exterior is nice and ""grippy."" The magnet is sufficient to hold the light vertically or horizontally on smooth sheet metal.

Ugly? Oh, man I so wish they provided directions on how to open these suckers up to insert the batteries! (3 AAA--not included) TIP: half the textured base near the magnet (opposite the on/off switch) slides open. There is a faint black arrow at the opening.

The bad? These lights have three settings--flashlight, floodlight and flashing red LED lights. Two of my flashlights worked perfectly, but the flashing red LED's never worked on the third. No biggie and I'm keeping them all, but it bodes ill for the reliability.

Still, these things are so cheap I can't complain--much.
___________________________________

UPDATE--that third flashlight with the non-operational red LED's? It drained the batteries flat while turned off! Obviously a bad circuit. I threw it away. A 33% failure rate is nothing to brag about."
1,"I love historical romance with strong heroes and heroines. I also love to watch what happens to them when love enters the picture. S. G. Rogers did an awesome job with Larken and Brandon. The conflict was there right away but the attraction was paced. The plot twists near the end were genius! At the end, the author mentioned a sequel. I can't wait to read it."
1,"Not for those of us with long torsos, but great for a halloween costume."
1,"This monitor is a very solid budget monitor. However, the screen was not durable and now there is a dent in my screen."
1,An excellent treat that is good for dental health and enjoyed by your dog. Was priced great and prompt shipemnnt and delivery.
0,"Awesome game. Kind of similar to an old-school version of ""The Simpsons"" in terms of strategy.  Great game!  Great price and fun!I bought this for my daughter's birthday party.  It was a huge hit.  She loves it!  She loves the sun and the stars.  I think it will be a great addition to our party.This is a fun game for my son. He plays it by himself and I like that it's not too complicated for him to play. The kids enjoy it too.My son loves it, great size.These are super cute and my daughter loves them.  My 4 year old daughter loves to play with them and I like that they're easy to put together.  I can't tell you how many times"
0,"High quality and beautiful detail, perfect for the summer!Very good quality."
1,"I recently read the seven book series ""The Aliomenti Saga"" which is a bit of a combination of science fiction and fantasy... It involves a one thousand journey of a man sent back in time to protect a young girl who would eventually meet his younger self in the twenty first century to become his wife. It's the most complex and interesting time travel book I have ever read. Very entertaining, great character development an intricate plot played out over centuries. Highly recommend."
0,Chickens love this! Only problem is it doesn't stay in place after a few days!
1,"The fit is a little off. It doesn't stay on my 6 year olds head unless she uses the mittens or we tie it like a scarf. Other then that, she's in love with it. So, I like it too."
1,Great item for 18 month old!  Simple concept that works just fine for 18 month old.
1,"The book was long on description, long on conversation, but short on action.  The author has created this large and elaborate world which I am certain is true to the Gaelic culture.  He wants the reader to know this world as well as a result the first half to two-thirds of the book seems to drag.  Then when we do get some action it seems to be written in such a way as to not worry or Frighten the youngest of readers.  At the very end  it got more  interesting to build up to the next book.  I will probably read the next one in the series, but I feel no urgency to."
1,This thing makes a real difference in my small basement shop. Easy to use and install. I love the remote and timer on it.
0,"Like all the others before, this book kept me engaged. I will admit that I was a bit disappointed in the ending. The book was a bit too light-hearted and a bit boring. I was sad to see the"
0,wonderful product to keep your dog busy and entertained.  I will keep my dog busy and entertained
0,"I love Keens and these are my go-to shoes for all things golf. I have them in a pair of black and I am looking forward to the next couple of years.I like it. I ordered the XS size, it is a little bigger than I expected. The XL fits a bit smaller than I expected and I'm not sure if it would have been enough to go with my other pair of golf shirts. But for now, I like it. I got the XL for my daughter, she loves it. She will buy another pair for her next birthday!Very nice and comfortable, but the strap is a bit long. I would not recommend it to anyone.I bought these for my son to wear to the"
1,"I hate it because it arrived broken, and to get a replacement or refund I have to return it.  It was $17 - not worth my time to take it to UPS or the post office so I'm tossing it.  Bad quality control.  I have no idea if it would work and I probably won't find out."
0,"On my Nikon D5300 with a lens hood and a hooded lens hood, I noticed that the front edge of the lens hood was a bit softer than the hooded lens hood. This is because the hooded lens hood is designed to allow for better light and better sharpness. The hooded lens hood is also designed to provide a better grip on the lens.

I also noticed that my lens hood was not able to hold the lens in the case that I was holding. This was due to the lens hood not having enough space for the lens hood.

I was able to remove the hood from the lens hood and place it in the case."
1,Very handy but the only thing that's annoying is that you have to make the dog step into the arm holes or put the dog's feet into the holes.  Would be better if it attached at the belly as well
0,I love this movie. It's a real family movie and you can't go wrong with this one
1,Exactly what I needed and as listed.  And at a great price.
0,"What makes mama happy makes this an easy task to perform.

The opener is strong and"
0,"A much as we humans are an island with many distinct species, we need to understand what the different species are.  The island, however, is the beginning of a new species, that we are only beginning to see.  We will need to learn about the island and how it is structured.  And with the help of the island's scientists, we will discover how the island will be transformed into a new world.  We will also learn about the island's creatures, how they interact with the island, and the existence of the island's population.  The island is a very fascinating place, and we will find that the island is not only a great place to live, but a place that will change the way we view it.  I can't wait to see what happens"
0,"They are very sturdy and are very easy to carry. I will keep my iPad in this bag.I bought this for a friend, and he is very happy with the purchase.  The only thing I wish it had been"
0,"These re-branded German pliers feel better than the originals. I will admit that I have been using the cheaper ones for the past few months. The basic design of the re-branded pliers is a little awkward to use, but they work well. The two-finger tips are great for fastening a screw to the back of the tool and it is a little tricky to use for just about anything else. I am not sure if they are a good design for the tool, but I would be fine with it. I will definitely buy again. I have a few other re-branded German pliers and they work great. I have to say that I like the color and the feel of the re-branded ones, but they are not as sharp as the originals. I would have to give these a 5 star if I could. I have a few other German pliers that I will probably never use again, but these are a great choice. I love this light. I have been using it for several months now and it is always bright. I have had it for a while now and it works great. It has a small light that is bright enough to see around the house, but it is dim enough to not be too bright."
1,"Wow! So cute! So comfortable! Perfect for my wide feet, they keep the pinky toe in! They are super cute and have a soft sole. Easy to walk in, doesnt even feel like you're wearing heels and I don't wear heels often at all. Would definitely buy again!"
1,As per usual Erin McCarthy wrote another winner. I would recommend this book highly as one of the best books I have read this year.
1,"I have to admit when I first saw this, I wasn't about to purchase it, but I caved in and purchased it anyway, I wasn't impressed with this, and wished I had kept my money. After you hear this, and I must say, the music isn't even from this famous show, and that was the let down."
1,"This short little novel, which spawned two films, one with Robert Donat and the other with Peter O'Toole, was originally a story Hilton wrote in November of 1933 for the Christmas issue of the British Weekly. It found its way across the pond to the U.S. and the Atlantic Monthly and became a smash hit. It was repackaged as a novel and went on to great reviews and big sales. The story revolves around an 80-ish man, Charles Edward Chipping or Mr. Chips, nearing the end of his life and his recollections of his times, tribulations and triumphs at the Brookfield all boys prep school in England, from before the turn of the century to the 1930s. It has a folksy, quaint, lacksadaisical feel to it, and the tone stays consistent throughout the moments of political strife within the institution, as well as the bombing of the school during WWI. Sweet, charming, inoffensive and ultimately slight and forgettable. If you want something meatier and more substantive from Hilton, try ""Lost Horizon,"" a terrific tale of Shangri-La. This one is fine if you have an hour and a half to kill."
1,"These were the first dog poop bags I tried, mainly because they were cheap.  I did notice that a few bags had cut along the crease but other than that, the rolls were OK.  I never had any break but they are thin so I handled them carefully.  I now use a different, thicker poop bag -- just don't want to worry about a poop bag breaking or leaking while I'm carrying it or after I put it in my garbage can."
1,Look great. Assembly was easy but tedious. Lots of screws but I constantly get compliments on them.
0,"perfect have a dart board, an island with a beach towel, and a bag of fruit and a"
0,"Fun concept, but fairly poor execution. The pieces are just too small. There is a tiny piece of cardboard that sits on the front of the box, but you can't move it around. The box is in good shape, and it's not very big."
