label,review
0,I have the colossal crate that has the wide opening. I will keep this for the next couple of months. Great crate! I will definitely order another one.I'm a very picky cat and this shampoo is amazing. I've used it for years and it still works. I also love that it's a natural scent and it doesn't smell like a perfume. It also doesn't make my cats smell like I do. I'm really glad I got this product because I'm not sure if I'll be buying another one.I've been using this product for about a year now and it has really helped my dog. She's a finicky eater. We bought this for her as a Christmas gift and we're using it for her Christmas present.
1,This is just like what my mom used when I was growing up. Every time I use it I feel like she is in the kitchen with me.
0,"I'd give it a 5 star. The quality is good but it's not really the top notch.I bought this for my son, he loves it!"
0,"It has been 5 months and it still works well. I will keep this in mind when buying.I bought this for a friend, and he is very happy with the purchase.  The only thing I wish it had been a little bit better for is the battery life.  He also likes it.  I have the phone in the charger, and it is a little longer than I expected.  This is not a big deal for him, but it is annoying for me.  I have to get my phone to charge.  I am very happy with this purchase.I'm a huge fan of the Sony Walkman HD.  I've used it for over a year, and I still love it.  The only issue is that I can't get it to read my files.  I can't even get it to read my pictures.  I wish it had a USB port, but I don't think I will ever get it.  I can't get it to read my photos on the computer, but I can get it to read them on the TV.  I have a DVD player, and it works fine.  But it is too small for my needs.  It is not a good size for traveling, and it would be better if it were bigger.  The included USB adapter is small enough that I could carry it with"
1,I love this pillow! I no longer have any neck or back pain! Thank you! It keeps it's form and never goes flat.
1,"The price is the key here. I bought these a month ago and finally got to use them. The bags are a little bit ""slipperier"" if that makes sense and the roll doesn't fit in the area meant for bags. I knew this prior to purchase.... but it is inconvenient to cut them by hand. I guess I will roll some out so they do fit. I would recommend though without question for the price alone!

*****Updated Review***** These are horrible. Do NOT buy them! Here I am months later and realizing that the cheap imitations don't last. You seal your food. It looks fine/like it worked. And then either weeks or a couple months after you open your freezer to get something out and realize that the vacuum seal did not hold. I resealed at least 10 packages yesterday that I noticed had a gap/room inside. One package actually had freezer burn. So in the long run this item was DEFINITELY NOT worth it!"
1,"The only puppy food we will buy from here on out! Our Australian shepherd puppy has a  beautiful coat! She loves her food, and it seems to digest extremely well. No issues at all!"
0,Runs about a size too small. The wide width is too narrow.
1,This was just okay.  Totally unrealistic but entertaining.  It was free so I am not complaining. The cover was enticing.
0,"We love this book. My daughter loves it. It is a great book for her to read and share. If you are a reader,"
0,"These are truly great lights.  I love the long bulb, its easy to install, and the extra light output.  The only thing I can say is that the bulb is very bright.  It is still very attractive, I would recommend it.I bought this to replace a broken one I had.  I love the color and the fact that the hose is a little longer than I expected.  This one has a nice white finish.  I like that the hose is longer than the one I had.  The hose has a small, rubber ring that helps keep it clean.  I am really happy with this purchase.

UPDATE:  I received a replacement for"
0,"I have several of these and have had no issues. I will keep my review in order to share my experiences.  The only thing I can say is that if you are looking for a quality speaker, look no further.  This is one of the best speaker cables you can find.  I highly recommend this cable to anyone who wants a great sound system.I've had this for about a year now and I love it."
1,"These are made well, they don't leak one bit, I'm very happy with this purchase. I would buy again. Don't hesitate to buy. Great seal on the inside."
1,"Surprisingly strong feels like it's going to last quite awhile, probably will never need another one unless I loose this one. I work armed Security so I need to have a hand cuff key on me in case I need to arrest someone. I usually carry 4 keys on me but this one is the most convenient and easiest to get too when I need it. If you're a Cop, Security, Corrections, etc I would recommend you buy one of these."
0,"They are very cute, but the stretchy design is just too thin. I have a hard time finding a pair of the same size,"
1,Excellent story based in England during WWII that runs the gamete of emotions. It deals with a young girl and her life. I enjoyed watching it and I could watch it again.
1,"They're comfy and I like the ""brindle"" color  (it's unique to my pant collection ). However, I ordered 38W X 29L, but when I got it, the tag inside said 38W X 30L."
0,So far it's been great.  I love the look and feel of this lamp.  I'm using it for painting the rooms I'm working in and the
0,"The cats love this. I'm not sure if the cats are too keen on this, but I'm sure they are. The cats will eat it, but if you don't have a cat that likes to chew on things, I would suggest it."
1,"Got my wife the Kindle FIRE for the holiday and she is the type of person that needs a case and she loves green.  This was the only green case I could find for the FIRE, but it has been absolutely awesome.  It is almost like a faux leather and she loves it.  More importantly, it has kept her Kindle safe from scratches an dings!"
1,"I do not order articles of clothing unless I have tried them on in person. I have a difficult time finding clothes that fit. I decided to order this dress and crossed my fingers. I have never been more surprised at the fit!

I ordered the black dress with a red edge/outline on the neck and bow. The dress arrived quickly thanks to Amazon Prime. It was packaged in a plastic bag. I definitely would recommend upgrading to the gift-wrapping service if you are sending this dress as a gift.

I removed the dress from the package and was happy that I did not smell anything weird. I worry with less expensive items that they smell like chemical. This is not the case with this dress.

The dress is an excellent fit. I cannot believe how good of a fit. I normally wear a 12 (US) and I ordered the XL. I also was happy that I can wear my normal bras with this dress and the straps do not show, seriously, look at the pictures. The bra is not visible!

I am happy with the purchase so far but will update this review if there is an issue. I may only use this a couple hours on a date night so use is infrequent.

I am not connected in any way to this company but I received this product at a discount in exchange for my honest opinion. I use reviews myself when shopping online and I hope this is useful information for you. Don't hesitate to ask questions and I will update if there is a problem in the future. Please see attached pictures if you would like to see the coolness factor up close."
0,"...then read this book!  You will love the characters and the story.  I would recommend this book to anyone.  The author is a great writer!I love this book.  The characters are well written and the story is a bit predictable.  This is a great series for young readers.  I have read the first book in the series and it is a great read.  I highly recommend this book.I really enjoyed this book. I like a good romance story. A bit of mystery, but a good story.I liked this book.  I was just a little confused at first but once I got past the confusion it was worth the read.  I am hoping that the other books in this series will continue.This is a cute story about a"
0,Been using it for about a month and the only thing I did not like is the screen has a slight lag.  The screen is a bit brighter than the original version of the headset but it's not noticeable.  The sound is very good.  I use it on a lot of Skype calls.  I also use it with a tablet and the audio is very clear.  I have had no problems with it.  I am very happy with it.This is a great product for the price. It works as expected. I use it with my ipod and it works very well. The sound is great. I do not have a problem with my car. I am very happy with it.I got this to replace an older wall mount for my tv.  It is a great fit and the only thing I would change is the screws to hold the tv down.  It was very easy to install and works great. I would recommend this
0,"This was an interesting story, but the characters were just too real. There were too many of the same clichs that I've seen before. The characters were just so real, and that made it difficult to put them down.I enjoyed this book. I don't know how I would recommend it to anyone but I will say that I had to wait a bit for the second book. I just didn't care for it as much as the first one. It's very sad that this book is ending. I hope the series continues.I loved this book"
0,"These are industry-standard hinges, but some have problems with the latch mechanism.  These work well and the latch is so small that it's difficult to attach the hinges to the door.  The hinges are spaced well enough so that the door can be closed without disturbing the door.  The hinge is not a"
1,"You're little one will probably want this regardless, but note that for the price, this is more of an accessory rather than a pony play house.  There aren't any places to really play inside - it's more about playing dressup with the included pony, which includes shoes, skirt, crown.

The set assembles fairly easily and for the most part stays together.  We use it more as a decoration to store her ponies on the shelf nicely. Since it is so flat, the ponies can go in front of it.

The 'bridge' stays down without the other palace playset and is unusable - kind of silly not to have it at least be a ramp up."
0,"This is a wonderful Agatha Christie novel, with a lot of twists and turns. I was sad to find out that the story had ended.  The ending was a bit of a surprise, but it was still a good ending.I enjoyed this book. I don't know how I would recommend it to anyone but I will say that I had to wait a bit for the ending. I liked the ending, but I did not like the way it was written.This is a great book for any age. It is the perfect book for any age.This is a great book for a beginner or anyone who wants to learn how to write a good story. I found it helpful for kids and adults alike.I was a huge fan of the first book in the series and I had to read the second one to see how it went. I was so happy to see that the author took on a new theme that I was not"
0,"Okay, so I finally got around to reading the next part of the series, and I was pretty excited.  I had a lot of fun with the characters and the plot, and it was definitely worth it.  I would definitely recommend this series.I really enjoyed this book. The characters were strong, likable, and funny. I can't wait to read the next book in this series.This book was very good. I love the characters. I loved the way the story went about getting to know them. I would recommend this book to anyone who enjoys a great romance.I enjoyed this book and am looking forward to reading more from this author."
0,I'm so happy I didn't have to wear the knee pads.  I also have a wide
0,Love the fish to go with it and the wooden part is a nice touch. I like the extra
0,Great and cheap when i use it and i feel like i will love it. I have one in
0,Makes excellent waffles. I found this to be the best. I will keep my waffles warm and toasty. Great buy!Works great. The ring is a nice feature. I have had this product for about a year now. It is very light weight and it holds a lot of food. It is very easy to store and clean. It is easy to clean and has a very nice shape. I would not buy again. Great.
1,"We have a farm, chores rain or shine.  It is so nice to always have dry boots to put on since we got this dryer!  It does a much better job than just setting boots by the fireplace or heater, it dries them quickly from the inside."
1,"Great movie (in Dutch) about how things can so easily spin out of control.  So believable, so painful.  They give us great music and then kill it, a metaphor for how those whose heads expand so much that they kill everything, right Alabama?"
1,"I cannot say enough about this blender. This is my second one (just wanted the updated version due to the extra blade and the more sealed up top) and I use it nearly daily for protein shakes. Convenient, easy clean up."
0,"The case is plenty big.  I have an XL and I will wear this for a few years.I bought this for a friend, and he is a big fan.  He has been using it for his golf swing.  He uses it for golf practice and it works well for him.  It is very comfortable to wear, and can be worn on his forearm.  He will probably just wear it with golf clubs as it is very useful.  It is very comfortable to wear, and is very durable.  The sleeve is very nice and comfortable. "
0,"I'm an advanced beginner in the field and the knee pads are a must for me. I'm able to move the knee pads without a problem and get the most out of them.I like it.  It's not a large, bulky size.  I use it for hiking and also for a 2 day bike ride.  I'm very happy with it.  It has great durability and is great for running.  I am very happy with it.Love this product.  Easy to assemble and is very easy to install.  I love that it has a built in locking mechanism and has a nice grip.  I do like that it is not as big as a bike"
0,I was very excited to find this item.  I was expecting a lot of the other one.  I am very happy with the product and am very pleased with the purchase.I have had this product for about a year now. It is very light weight and it holds a lot of food. It is very easy to clean and holds a lot of liquid. I've had it for about a year now and I love the fact that it is easy to clean. I have had it for about a month now and the color
1,I use my Nikon D7100 with 70-200mm Nikon lens regularly and find this holster works extremely well!  I would recommend it to anyone with a similar camera setup.  It is used frequently when photographing many High School and youth sports game year round.
0,"Best time to buy Silverware. The quality is good.

The only reason I ordered this is because I had to return it.  The ring itself is a great quality ring.  It is very comfortable.  I am very pleased.I love this dress. The material is soft and comfortable. I love the color and the fit. I am 5'4"" and it fits just right. I have a big chest and it"
1,"I'm not generally a fan of doing something that is negative reinforcement for my dogs, as I don't believe that 's really what works.  However, my poms were out of control when I went on walks, barking at every person or dog that we passed.  They really just wanted to say hello, but people would think they weren't friendly.  I needed something that would stop that behavior, and this worked well.  It only took a few times of using it, and now I can just show them the can, and they'll stop.  It just emits the sound of compressed air, which they don't enjoy.  It fits easily in my pocket to keep handy for when I need it.  If you've tried other things and need something that really works, this is worth a try."
0,Perfect size and rugged.  Not an easy case to break but it fits my iPad perfectly. 
1,I bought these curtains because my husband works nights and he wanted the room to be nice and dark so he could sleep peacefully during the day. These curtains work beautifully!
1,Love the Glide 8. Happy they didn't change too much from the Glide 7.
1,"This was my first time wrapping handlebars myself.  As other reviewers said, it's fairly forgiving for a beginner.  I'm pretty happy with the end result.  I ended up having a little trouble getting the ends right.  I wasn't able to fold the end of the tape neatly into the bar ends and fit the plug in as is intended.  I managed to fold some of it in and then wedge the plugs in, but I ended up having to trim the ends of the tape a bit in doing, so it wasn't very neat in the end.  I wrapped a little electrical tape there to hold things together, so it should stay and doesn't look too bad.  It's similarly a little tricky to get the other end neat: ideally you wrap it all up, then do a diagonal cut across the tape so it lines up, then finish it nicely with the little strip of electrical tape provided.  I'm not sufficiently dextrous/skilled to do this: instead the cut was a bit messy and I used a little extra electrical tape to cover it up.

I'm sure a professional would have done a neater job of that, but it looks fine and normal electrical tape covering up the messy ends!

I'm happy with the quality of the tape: it's definitely on par with other bar tape I've ridden on."
0,"There is detailed information about the history and the relationship between the two main characters, the strong and the weak. The story is well written and the characters are well developed. The chemistry between the main characters is great and the chemistry between the secondary characters is great. The story is short and sweet and a bit sweet at times, but it is sweet and sweet and sweet at the same time. I was given a copy of this book by the publisher in exchange for an honest review. I have read all of her books and I really enjoyed them. They were so well written and the characters were believable. They were definitely different but they were still enjoyable."
1,I love these sheets and just bought a second set for my son.  Very soft and they hold up great.
1,"This book is hot! Can you imagine that you can carry the child that can reunite a planet? The catch is you will have 3 mates, who happen to be identical triplets wowzers! This is a steamy novel, but the story is interesting and enjoyable. I found it hard to put down and read it in an afternoon."
0,"Nice idea in theory but it takes a lot of practice.

The only reason I gave it"
1,"This is a steamy story of two people who have a working relationship without complete communication.  They are boss, Mr. Pettifor and assistant, Ms. Darcy. They share a sexual relationship that is hot and obviously satisfying to both.  Unfortunately, since they do not talk, misunderstandings lead to rash decisions. This was a quick but satisfying read!  I'm a big fan of HEA!"
0,"Added 64GB to a 2017 MacBook Pro, with a 128GB SSD."
1,yes! love to stand on my head and wake up the mind.
0,"Yes, it does seem like a stretch to say that this is a book that is about a girl.  There are a few things that are relevant in the story, but it is not that important.  It is a good"
1,"My cat needed lysine - but she didn't like it in any form (capsule mixed into her food, gel, chew).  This one was the best - she will eat it sometimes, if I break it into 2-3 pieces, unlike the vet's chews, which cost a good deal more and were completely rejected.  This one is a little softer, and the smell appears to be better, from my cat's reaction, so it's a partial success.

Update:  (July 12)  She no longer will eat it, and the negative review regarding Consumer Labs' findings about this supplement convinced me not to try to persuade her...sometimes my cats have a good sense of what is healthy for them (or maybe she just doesn't like the taste/smell that much)."
0,I finally got a chance to shoot the gun and it was a nice sight. I was pretty impressed with the rangefinder and the gun. The sights are very accurate and the rifle is very comfortable. I would highly recommend this scope to anyone.I love these socks. They are comfortable and I don't feel like I'm wearing them on
0,"Very fast, solid performer. I use it as an external HDD for my computer, and I have not had a problem.  The drive itself is solid"
0,"Great quality. Except for the small size, the cord is thick enough to hold my iPad and the speaker is so small that it's not worth mentioning. The plastic part on the side is nice, and it's not too stiff to be used. If you're looking for a cord that is long enough to fit a larger iPad, I would recommend this one. I haven't had any problems with the cord, but I'm sure it won't last as long as the other ones.I got this for my son's old laptop.  He loved it and it was great!  He uses it every day and it is great for him.  He loves it and his tablet is awesome!  I would definitely recommend this to anyone.This is a great camera for the price.  I was able to find some great reviews for it, but I haven't found any good ones.  I recommend this camera to anyone who is looking for a great camera for the price.I have a Nikon D7000 and it's about $300 cheaper than this.  The only reason I give it 5 stars is that the lens is"
0,"The one I received was a little too small, but I will keep it for the next one.I bought this for a friend who has a small dog and she had a very large ear. It was her only ear. I am very pleased with it"
0,"I bought this product to replace an older one that failed after a year of use.  This is a very sturdy, well made, solid, and well-made unit.  The only thing that I can say is that I am very pleased with the quality of this product.  I highly recommend this product to anyone who is looking for a great quality product.I've had this knife for a few years now and it's still going strong. I like that it's not a cheap knife. I don't think the price is too high, but for the money it is a very good knife. I like that it's"
0,"These have worked out so well. The only problem is that they are small, and the one I"
1,"There are several sized baskets among the reviews here; this is a review of the one they call the Medium.

The inside dimensions excluding the rounded top lip are just shy of 5-1/2"" wide by 15-1/2"" long by 5-3/4"" tall. The lip adds another 1/4"" to each side and the top thus the overall 6"" wide, 6"" deep and 16"" long in the specifications.

This is a nice sturdy basket, attractive, well made. It has sides which are pretty straight. Why is that important?

I'm picky but for a reason. Those with straight sides are better for organizing; the more slant on the sides of a basket the more it will take up excess room over the usable area, wasting storage space. You see too many of that kind on the market.

This basket joins numerous others being used to organize my refrigerator and freezer; everything in its place makes everything easy to find."
1,"I was very happy with the curtains, they look expensive but were very reasonable it makes my living room look very elegant."
0,"Easy to use and this is an easy way to expand the range.

The only downside is that it's very small.

Pros:
-Great price
-Great range
-Easy to use
-Great range
-Very long range
-The only"
0,It works and is awesome!  I love the feel of the buckle. The buckles are sturdy and well made. I am very happy with the purchase.
0,"First of all, this wok is an amazing quality and it is a nice piece of equipment. It is so easy to use and the attachments are very easy to use. I would definitely recommend this product to anyone. I would highly recommend this product. I purchased this for my husband and it's great! I will be buying another one soon!I love this so much I bought one for myself. I love the fact that it is so easy to clean and so easy to store. I've used it for a few weeks now and it still works great!  I'm super happy with it. I have used this for a couple of months now and it is working just fine. It does a good job of keeping my coffee hot. I've had no problems with the drip mechanism, the coffee is not hot as I'd expected. It's not really a bad product, I was just disappointed in the way it was shipped. I bought a couple of small boxes of the coffee maker and was very pleased with the results. I would highly recommend this product."
1,I chose this on a recommendation from a reliable friend. In the beginning I had hope this book would become more likable.  I trudged through to the end.  I could not identify with any of the characters.  I was not sympathetic to any of the main characters.  Don't waste your time.
0,"For the price, this one is an amazing quality product. I will keep my eyes peeled for the next one. I had a lot of trouble with the TV and the cover was very flimsy."
1,"I just received this book 10 minutes ago so I am unable to comment on how thoroughly it covers the basics. It appears to have a lot of detail on how to use the program.

However, be warned it is only a ""user"" guide, it has absolutely no ""tech"" info such as information on how to install or upgrade. If you have a previous version of Quickbooks and want to know any gotcha's about what happens to your data while upgrading (or how to get your data migrated into the new version) this is not the guide. If you are concerned about advanced topics such as 64-bit systems or server-based versus desktop-based or how to lock it down so everyone in the company doesn't have to be a super-user just to use the software this type of information does not appear to be in this book. There is some coverage on managing users in chapter 26 but little on how to make multi-user work so more than one person can use the software at a time and what the issues/limitations are,

In summary - if you have already got your computer guy/gal to install and set it up for you, this looks to be the right book for you. If you have an unopened box or are trying to understand what the install instructions mean, it is not and you will need additional info."
1,Liberty is a wonderful character and this is a wonderful story. In I Will Breathe by Regina Puckett we find ourselves 800 years into the future in the remnants of a war-ravaged world. There we meet Liberty aboard Airus and suddenly we are captivated by a well crafted story and a small robot. Loved it. Five stars.
1,"I purchases this as an alternative to pricier hammocks. I also own hammocks from Grand Trunk and ENO. The fabric on the Yukon is a very nice ""crumply"" parachute fabric. It is more comfortable and breathable than the standard nylon on my Grand Trunk ultralight. Where Yukon cuts corners is in the cordage and carabiner. They use standard hardware-store type materials. I am please for the price I paid (under $25). But if I was comparing a full price version of this hammock to a full-priced ENO, I'd go for the ENO. I will probably change out the hardware down the road, as it adds a lot of weight to the overall package. Overall, I'm happy for the price I paid."
0,"I use my iPhone to go to the movies and watch movies on my iPhone. I have one in my bedroom.  The other is in the bathroom where I use the phone.  The screen is crisp and clear.  I am very pleased.I bought this to replace a broken one I bought for my TV. I did not want to have to replace it since the TV was so cheap. It works fine and seems to last for quite a while. It's very easy to use and holds the TV securely. The only con I've noticed is that it has a small gap where it attaches to the wall. I haven't seen it in action yet. I would recommend it to anyone.I have been using a gb for years and I can tell you that it's a quality product.  I bought the gb for the price of $70.  It's not the best quality but it's pretty good.  I've had it for a few months and it's not bad.  The only complaint I have is that it's not very durable and it's very hard to replace.  I'm very satisfied with the purchase.works greatI bought this for my wife because she loves the Samsung Galaxy Tab S.  I had a little trouble getting it to work.  It is a little bulky and uncomfortable, but I love it.  I use it as a stand for my camera.  It works great.  I also like that the battery life is much shorter than the standard sized battery. "
1,"Unit is plastic and seems to be well made. It easily fits on top of a 5gal bucket, but does not snap on or fit tightly.  Only when the vac is running does it ""snug"" down for a tight fit.  So, it easily comes off when not in use, which is aggravating.  Also, when hoses are attached, you need to have the bucket anchored in some way or it will be falling over every time you move one of the hoses.  Once the bucket gets to be about half full, then it becomes more stable.  None of that is really the fault of the product though, but is a result of using the product.

I am not overly impressed with it, but it works for the intended purpose.  Plastic holes for hoses don't look like they can take much abuse, so we will see how it lasts over time.  For the money, it is a good buy."
1,"PROS:
1. This allows you to get ""flatter"" against your work, so it's critical for certain tasks.
CONS:
1. Very cheaply constructed, and doesn't last long.  You'll need to replace these regularly.
2. Runs very hot and noisy.
3. Very difficult to install and remove from the main unit.  Not something you can just swap on and off easily.
TIPS:
1. Don't run it too fast, or for too long.  Let it cool off from time to time.
2. When installing and removing shafts (the rod with the disc at the end), insert a spare shaft through the hole near the tip of the angle attachment, to prevent the main shaft from turning while you tighten or loosen it.  If you use the button that's built-in to the main tool, you'll strip the gears in the right-angle attachment."
0,"I LIKE MAGGIE SMITH BUT SHE IS NOT A DRUGS NICE IN MY HEART.

THE BILLY IS NOT AS"
1,First Stone novel. Good read. And it was not even a Parker novel. Thoroughly enjoyed it. Been a long time since I read a novel.
0,I totally loved this book. I couldn't put it down. This is the first book I've read by this author. I can't wait to read more of her work. I can't wait to read more of her books. This was an excellent read. The characters were well developed and the story flowed nicely.
1,I bought this to monitor my heart rate after a triple bypass. Seems to be a high quality product. They use these at the cardiac rehab facility.
1,This is great for heat gun (SMA) applications.  The RMA flux is great for unsoldering the old parts and getting a clean pad;  RMA flux is mildly reactive which increases the wettability of metals .  Most SMA jobs are usually small so this is a lot of product for type of application.
1,Schleich toys are great quality and my kids love them.
1,"Pretty good - but I had a door pinching on the cable for a bit, and it seemed to easily cut through the outer skin of the extension cord.  Nothing a little electrician's tape can't fix."
0,"Case smells bad upon arrival, and it's a very comfortable fit.  The only reason I gave it 4 stars is that the plastic part is too small to fit comfortably inside the case, but it's a little smaller than the size of the case"
1,"High Quality, Gives an Upgraded look to my wall sockets."
1,"Everything about this movie captivated me right from the start.  It's sort of slapstick, but i just loved the portrayal of the characters.  The casting was perfect. The story was interesting, the visuals of the little town were enchanting, filmed in Malta, it carried me away to a fairy tale land and a real mental vacation.  I'm an old lady but I found it irresistible."
0,"Wow! what a read.  I love the characters and the story line.  I would recommend this to anyone who likes a good mystery, suspense and romance.I love this book.  The characters are well written and the story is a bit predictable.  This is a great series for young adults.  I have read the first book in the series and am looking forward to the next"
1,"I wanted to use it with my TV. Basically use a Bluetooth headphone with a TV. Once you connect to a bluetooth device you can hear this background humming sound. I'm very sure that its from this device and not the bluetooth headphones. I use the headphones very regularly. The humming sounds I suppose can be ignored because once the sound starts playing you don't hear it. But then there is a delay in the sound. I think it's about half a second (or maybe 300ms) which is pretty bad. Bad enough that you can't really watch TV like that. Considering the quality of sound, the delay and the background humming, its not worth the price.

I haven't tried other products so I don't know if this is a standard problem with all Bluetooth Tx."
0,"I felt as though Mora was an incredibly sweet, funny, and sexy heroine. She was just a little too self-conscious for my liking. The way she treated the bullies and other women that came into her life was just ridiculous. The one thing I really liked about the story was the way it kept you guessing. I could see why the author felt it was a little over-the-top for the most part. I think that's why I like"
1,"Was very impressed with the quality. We received it with no missing parts or cracks or breakage. Recommend using a drill to put together it will be faster. My two teens love it and it is very sturdy. After reading reviews I noticed that the white set had more of the issue with cracks and I ordered the black set. I will update to see if any develops, but I cant imagine it happening since its so solid."
0,"Well, I am a big fan of the wide-angle lenses.  These have a wide angle view and are not the best for most situations.  The plastic body makes it difficult to slip it in and out of the lens without damaging it.  This lens is excellent for those situations.  The 2.5x zoom is also fantastic.  The auto focus is so fast that it is very easy to pull off a few items and still get the focus down.  The zoom is also very good, although I have noticed that the zoom range is not as good as I hoped.  I am really impressed with this lens and recommend it to others.This is a very good sound system. I have been using it for about 3 years and I can tell you that it works perfectly. My only gripe is the battery life is not as good as my other speaker system. I have a Samsung phone that I have been using for about a month now and I can tell you that the battery life is just not as good as my system. I would definitely recommend this"
1,"I use this with the larger size bowl, but the smaller one makes a nice extra cup for my purse or glove department. With the bottle, it does bounce on my leg while walking, but not enough that I notice it. It's really nice to use on a walk.

06/15/15 I'm changing my rating from five stars to three because the water bottle now falls out of the loop. I guess I've used it enough that the hole has stretched and it bounces enough that the water bottle works its way out of the holder and falls. I've tried just taking a half full bottle, and it still falls out. This started out really nice, but now won't work for me.

Maybe if attached to something that doesn't bounce as much, such as a knapsack, it would still work fine. But I only use a fanny pack when walking my dog, so it's attached to that."
1,"The cheapest place that I found this was in Bed Bath and Beyond and this was on top of using the 20% coupon. That being said, this is not worth the price that was paid for it. ( hubby paid for it). With tax it came out to $87.09 This is definitely overpriced. I can see spending maybe $50.00 but no more than that. Unfortunately no one is selling it for less than what it cost, unless it's a used item.

This was bought so I could work on my Abs. That being said, this is not the most comfortable piece of equipment to use to do situps. Yes it helps with your neck and not straining it as you come up from doing a ""situp"" but if you have lower back issues, this will not help you. ....If anything , it'll make your lower back much worse. So I wouldn't recommend this if you have back issues.

I've been using this religiously for the past 3 months and only have 15% bodyfat ( female) and I don't see any ABs. My diet is pretty good ( fruits vegetables lean meats etc) but still no sign of any ABs . Unless I'm supposed to have lower bodyfat which I refuse to go lower than 15% to get these ABs then this thing is just not going to work for me. Lower bodyfat is not the answer for me- to many health risks involved with that.
 I'll give it another month and if I see no signs of ABS then this will be going back to the store."
0,These soft glow night lights are an easy way to add a little light to your home.  The other two I had were the bright white and the light was white.  I used these to light up
1,Stone fell glued it back on looks nice feels cheap but can't complain price seemed almost fair
1,"I LOVE IT!!! That is all....

No, Really what I mean to say is that this is a great product. Charizard is one of my favorite Pokemon. I love the promo card and the oversized version of it. It comes with 4 booster packs: Two XY packs and Two Flashfire packs. I've only opened the Flashfire packs and got some good pulls from them.

If you know someone who loves Pokemon and loves Charizard, definitely get this for them."
0,I read this book many years ago and thought it would be a nice introduction to the universe and the other two authors.  I am glad that I have enjoyed them so much.I enjoyed this book.  It was a little slow going.  I liked the setting.  The book had a lot of twists and turns.  I had to wait a bit for the ending.  I just didn't care for it.  The only reason I gave it 5 stars is because I didn't
0,"I bought this kit for my wife and she loves it.  She also loves the way the speaker is so small.  I am using it with the TRS-80 and it is amazing.  It is really good sound.  I have it with me for two weeks now and she is very happy with it.  I have had no issues with it at all.  I have had no problems with it at all with the TRS-80.
"
1,Love Belvin is a BEAST with a pen. I fell in love with  Ezra and Lex's story. This is a must read series. Will be waiting for Spring 2016.
1,"I have gained some weight this past year so this summer for me has been tough. I'm just not comfortable in my own skin. But I needed something to wear for this weekend's family cookout that was not stretch pants. I'm maybe somewhere between a medium and a large right now. I got 3 sizes, I figured I can try all on keep the one that fits and return the other two. The medium fits like an extra small, the large fits like a small, I kept the xL and it fits like a large. They have an elastic waistband which is wonderfully comfortable especially if you have a little extra tummy and they are high waisted which also adds to the comfort. They are very flattering , they don't squeeze your legs. These are a HUGE WINNER for any size woman These saved me for my weekend cookout . Thinking of buying more colors."
0,"this eyepiece extension works great, it's lightweight and doesn't slip around my eyepiece. Great product."
1,"House of Spies is another excellent book in this series.  Daniel Silva brings in many of the characters from past books in an exciting story about trying to catch an elusive terrorist.  The story takes place in several countries.  The south of France and Morocco are especially featured in this book.  The plot to catch the terrorist is very complex.  You have to follow it carefully.
I am glad Daniel Silva is still writing these books.  Hope he keeps it up."
1,"I love how it looks it is so soft and cuddly

I would buy it again

I do reckamed this pet"
1,"Excellent work. Just a note on the other negative review on this item: It is regarding a Hungarian translation, which is not this edition. Amazon links reviews together and sometimes the review under a certain product is not actually for that product. This is one of those instances. Don't let it discourage you from a great read."
1,I have this movie simply because I enjoy the work of Hugh Laurie.  The plot is beneath him.
0,I bought these for my daughter. She loves them. I will keep them for the baby and we will be buying more! I am a 32
0,"We have it for the weekend and I am very pleased with it.

The only downside is that it is very small. The mount is designed to be a bit too large for a regular tripod. It is not a huge problem for me.I bought this to replace a"
0,"This is really handy.  We have a wide variety of containers and this one is perfect.  It is so easy to use.  We also have the Tumbler, which is great.  We have been using it every day for about two years and it still works great.  We have 2 dogs and have the Tumbler and the Tumbler is so easy to use and easy to clean.  We have 2 cats and have the Tumbler and the Tumbler is so easy to clean.  We have been using it for about a month now and we still love it"
0,"Love, love, loved this book.  I couldn't put it down.  This is the first book I've read by this author.  I can't wait to read more of her work."
0,"I was really into this book. The characters were well developed and kept my interest. I just wanted to read more about the people, places and situations that we met in the book. The story was well told and kept me engaged.I absolutely loved this book! I was given this book by a friend in exchange for an honest review.  I loved it!  I really enjoyed it!  It had all the elements I love to read about.  It's very well written and it's very well written.  I recommend this book to everyone!  I received this book in exchange for an honest review.I really enjoyed this book.  I read it in a day, I found it interesting and I couldn't put it down.  I didn't like how it was a little short and the story ended pretty abruptly.  I'm hoping to read more of this author's books.  I recommend this book to anyone"
